Year,Country,Industry,AI_Tool,Adoption_Rate,Daily_Active_Users,Company_Size,Age_Group
2023,Canada,Manufacturing,Claude,94.63,52440,Medium,26-35
2026,UK,Education,Gemini,76.74,34170,Medium,36-45
2024,Canada,IT,GitHub Copilot,35.77,73385,Large,36-45
2026,Canada,Retail,Claude,86.05,66482,Medium,46-55
2026,UK,Retail,GitHub Copilot,9.61,79026,Small,46-55
2023,India,Manufacturing,Perplexity,70.25,79371,Large,46-55
2025,Germany,Finance,ChatGPT,7.1,89541,Large,56+
2023,Australia,Manufacturing,GitHub Copilot,20.71,14976,Small,36-45
2025,Canada,Manufacturing,Perplexity,93.88,79603,Medium,46-55
2023,Canada,Healthcare,Gemini,37.48,51776,Medium,36-45
2026,India,Retail,GitHub Copilot,78.84,18362,Medium,26-35
2023,Australia,Education,Perplexity,38.85,85650,Medium,46-55
2023,USA,Manufacturing,ChatGPT,80.6,24154,Medium,36-45
2023,India,Healthcare,GitHub Copilot,91.89,95591,Small,56+
2026,Australia,Healthcare,Perplexity,44.2,23151,Medium,56+
2026,India,Retail,GitHub Copilot,55.34,28485,Small,56+
2026,Canada,Retail,ChatGPT,61.58,35687,Small,46-55
2026,Germany,Retail,GitHub Copilot,89.14,55231,Small,56+
2025,India,Education,GitHub Copilot,28.11,93119,Medium,18-25
2025,USA,Healthcare,Perplexity,60.01,27753,Medium,26-35
2024,UK,Finance,Claude,34.22,44890,Large,36-45
2026,Australia,Education,GitHub Copilot,24.52,42118,Large,18-25
2025,India,IT,Claude,12.64,96530,Small,46-55
2023,India,Manufacturing,Gemini,60.86,61092,Large,36-45
2026,USA,Retail,GitHub Copilot,84.39,95478,Small,36-45
2024,Germany,Healthcare,Claude,36.63,54940,Large,56+
2024,India,Manufacturing,Gemini,54.74,85284,Medium,36-45
2024,India,Education,Perplexity,62.79,97392,Medium,36-45
2023,Germany,IT,GitHub Copilot,42.32,88043,Small,26-35
2025,USA,Education,Perplexity,86.3,44661,Small,46-55
2023,Australia,Education,Gemini,37.65,82694,Medium,18-25
2026,Australia,Finance,Perplexity,16.25,10170,Medium,56+
2024,India,Manufacturing,Perplexity,17.96,39125,Medium,26-35
2023,Germany,Finance,ChatGPT,85.18,33879,Large,18-25
2023,India,Education,Gemini,93.92,16716,Large,18-25
2025,UK,IT,Perplexity,31.0,96009,Large,26-35
2025,Australia,Healthcare,Claude,17.92,897,Large,56+
2024,Canada,Healthcare,Gemini,48.4,39989,Small,46-55
2023,UK,Manufacturing,ChatGPT,68.86,64490,Small,26-35
2023,India,Retail,GitHub Copilot,60.12,13694,Large,26-35
2025,USA,Retail,Perplexity,90.6,47854,Small,26-35
2023,Australia,Healthcare,Claude,78.6,53739,Large,56+
2023,Canada,Education,ChatGPT,83.21,73326,Large,26-35
2023,UK,Education,Gemini,53.75,12769,Medium,26-35
2025,Australia,Finance,Perplexity,34.45,84609,Large,36-45
2024,Germany,Manufacturing,ChatGPT,68.16,21185,Small,36-45
2026,USA,Finance,ChatGPT,44.51,28887,Large,36-45
2024,UK,Retail,Claude,30.9,90720,Medium,36-45
2026,Germany,Healthcare,GitHub Copilot,18.7,24151,Small,26-35
2023,India,Education,GitHub Copilot,52.51,55666,Medium,36-45
2024,Germany,Healthcare,GitHub Copilot,58.48,50715,Large,18-25
2026,UK,IT,Gemini,56.19,77190,Large,46-55
2025,UK,Healthcare,ChatGPT,15.49,52362,Large,36-45
2025,India,IT,Gemini,56.3,37739,Large,56+
2024,Germany,Finance,ChatGPT,20.16,78990,Small,46-55
2024,Germany,Finance,Claude,64.73,5389,Large,18-25
2023,India,Retail,Claude,43.64,24844,Medium,46-55
2024,Germany,Healthcare,Gemini,81.39,18045,Small,46-55
2023,Australia,Healthcare,Gemini,75.04,89879,Small,18-25
2023,India,IT,Claude,70.19,57064,Small,36-45
2025,USA,Finance,Perplexity,68.07,24327,Medium,18-25
2025,UK,IT,GitHub Copilot,55.44,93384,Medium,56+
2026,USA,Finance,GitHub Copilot,10.5,82594,Medium,18-25
2025,Australia,IT,Claude,63.99,10034,Medium,26-35
2025,Australia,Finance,GitHub Copilot,47.02,45630,Large,26-35
2024,Canada,IT,Perplexity,47.26,53268,Large,46-55
2025,Canada,Finance,Perplexity,39.11,76186,Medium,36-45
2026,Canada,Manufacturing,ChatGPT,88.62,65195,Medium,36-45
2024,India,IT,Gemini,27.45,69660,Large,26-35
2026,Germany,Healthcare,GitHub Copilot,33.49,31872,Large,56+
2025,Australia,Retail,Perplexity,91.67,8822,Medium,18-25
2026,USA,Manufacturing,Gemini,77.91,50242,Small,18-25
2024,USA,Manufacturing,Gemini,6.27,67756,Small,18-25
2023,USA,IT,ChatGPT,86.55,95725,Medium,56+
2026,USA,Retail,Gemini,25.4,86984,Small,56+
2026,Canada,Healthcare,Gemini,68.53,5977,Large,18-25
2024,USA,Manufacturing,Claude,54.78,19004,Small,18-25
2024,Germany,Healthcare,ChatGPT,53.31,86428,Medium,56+
2026,Canada,Finance,ChatGPT,69.61,91673,Small,18-25
2025,USA,Retail,GitHub Copilot,23.65,82971,Small,56+
2026,India,Education,Gemini,19.31,80295,Small,46-55
2024,UK,Finance,GitHub Copilot,63.67,29784,Large,26-35
2023,UK,Retail,Perplexity,31.15,66600,Large,26-35
2023,UK,IT,Gemini,92.66,35002,Large,56+
2025,Canada,IT,Perplexity,45.64,53706,Medium,18-25
2026,USA,Healthcare,Claude,15.04,35671,Small,26-35
2023,Australia,Manufacturing,Gemini,66.72,69547,Large,36-45
2026,Australia,Education,GitHub Copilot,32.55,76852,Large,18-25
2024,Australia,IT,GitHub Copilot,18.37,67044,Small,56+
2023,Canada,Retail,Gemini,43.05,87257,Medium,36-45
2025,Germany,Manufacturing,GitHub Copilot,91.78,86613,Small,56+
2024,India,Manufacturing,Gemini,42.03,78831,Medium,18-25
2025,India,Retail,ChatGPT,36.26,44038,Small,46-55
2024,UK,Manufacturing,GitHub Copilot,45.01,57303,Large,46-55
2023,UK,IT,Gemini,6.09,57905,Large,46-55
2025,Australia,Retail,Gemini,16.98,72749,Large,18-25
2025,Australia,Retail,GitHub Copilot,81.47,41010,Medium,18-25
2024,UK,Healthcare,ChatGPT,93.02,22861,Small,36-45
2025,USA,Education,GitHub Copilot,19.21,25092,Medium,18-25
2024,Germany,Healthcare,Gemini,53.2,79414,Large,18-25
2024,Germany,Education,ChatGPT,91.97,87621,Medium,36-45
2024,Germany,Retail,Perplexity,19.09,55548,Medium,36-45
2024,Germany,Manufacturing,Claude,21.77,70003,Medium,56+
2023,UK,Education,GitHub Copilot,88.41,45547,Small,26-35
2024,India,Retail,Gemini,68.51,10886,Medium,26-35
2026,UK,Retail,ChatGPT,18.68,42806,Medium,56+
2025,Germany,Healthcare,ChatGPT,40.41,96544,Medium,46-55
2026,UK,Healthcare,Perplexity,10.06,76687,Large,18-25
2023,Germany,Manufacturing,GitHub Copilot,43.94,15711,Large,36-45
2026,Canada,Finance,ChatGPT,75.01,4590,Small,36-45
2025,Australia,IT,Perplexity,54.86,50104,Large,46-55
2026,India,Finance,Gemini,63.27,60734,Small,36-45
2023,Canada,Finance,Perplexity,34.41,96949,Large,46-55
2024,USA,Manufacturing,GitHub Copilot,19.53,6477,Small,56+
2026,UK,Education,Perplexity,6.18,10003,Small,46-55
2023,USA,Manufacturing,ChatGPT,78.92,14667,Small,26-35
2023,UK,Manufacturing,ChatGPT,62.3,88521,Large,46-55
2025,Australia,Retail,Claude,25.64,93858,Medium,56+
2025,Canada,Retail,Perplexity,42.66,48656,Large,46-55
2026,Australia,Retail,Gemini,77.13,26706,Medium,56+
2024,Germany,IT,GitHub Copilot,53.48,83076,Large,26-35
2023,Australia,Education,Claude,32.01,2360,Medium,18-25
2026,Australia,Education,Perplexity,29.05,30367,Large,56+
2023,Germany,Retail,Gemini,24.59,92638,Small,18-25
2023,UK,Finance,Claude,79.14,58469,Small,56+
2024,Germany,IT,ChatGPT,57.37,50160,Small,46-55
2024,Canada,Finance,GitHub Copilot,68.82,16933,Medium,18-25
2026,Australia,Healthcare,Perplexity,82.41,3598,Medium,56+
2024,Germany,Education,Gemini,93.82,65410,Small,56+
2024,Australia,Education,ChatGPT,27.45,46829,Medium,18-25
2026,Canada,Finance,Claude,21.28,10618,Small,56+
2024,USA,IT,GitHub Copilot,46.58,78137,Large,18-25
2025,Canada,Education,Claude,8.16,22354,Medium,26-35
2023,India,Finance,Claude,76.25,99712,Medium,36-45
2023,India,Manufacturing,Gemini,84.54,81538,Large,26-35
2023,India,Manufacturing,ChatGPT,66.74,99121,Medium,18-25
2023,Australia,IT,Perplexity,29.12,25645,Medium,46-55
2026,UK,Finance,Gemini,16.08,3445,Medium,46-55
2023,UK,Manufacturing,GitHub Copilot,39.39,81006,Large,36-45
2023,UK,IT,Claude,80.0,56466,Small,18-25
2023,Australia,Retail,GitHub Copilot,36.3,46821,Small,56+
2023,Canada,IT,Gemini,8.08,59929,Large,26-35
2025,UK,Healthcare,Gemini,29.69,93867,Large,26-35
2023,USA,Retail,Perplexity,94.1,9742,Large,36-45
2025,India,Finance,Claude,65.9,83475,Small,36-45
2026,Canada,Retail,Gemini,86.08,89317,Large,36-45
2024,India,Retail,GitHub Copilot,74.74,64633,Small,36-45
2023,UK,Finance,Perplexity,53.57,72671,Large,36-45
2024,Canada,Finance,GitHub Copilot,18.38,53482,Medium,36-45
2024,Germany,Manufacturing,Claude,36.38,33399,Small,56+
2026,USA,Healthcare,Perplexity,57.54,35135,Small,56+
2024,UK,Finance,Perplexity,83.36,23683,Large,26-35
2025,UK,Education,Perplexity,29.18,22205,Medium,26-35
2024,USA,Education,ChatGPT,15.91,81766,Small,36-45
2024,USA,Healthcare,Perplexity,55.29,13836,Large,26-35
2024,Germany,IT,GitHub Copilot,20.89,42381,Medium,36-45
2023,UK,IT,GitHub Copilot,59.93,79451,Small,56+
2023,Australia,Education,Claude,28.72,90032,Large,46-55
2025,UK,Finance,Gemini,25.79,24412,Medium,56+
2025,India,Healthcare,Gemini,40.93,77880,Small,18-25
2023,Canada,IT,ChatGPT,58.39,42768,Small,56+
2025,Canada,IT,Perplexity,54.08,55752,Medium,18-25
2023,India,Retail,ChatGPT,27.03,11818,Large,26-35
2026,Canada,Education,Claude,85.2,82420,Large,56+
2024,USA,Finance,Claude,14.89,96319,Medium,46-55
2024,Canada,Healthcare,Gemini,8.55,44097,Small,56+
2025,Canada,IT,Claude,59.24,31528,Medium,56+
2023,India,Retail,Perplexity,16.11,58922,Medium,56+
2023,Germany,Education,GitHub Copilot,50.44,26590,Medium,36-45
2025,Canada,Education,Claude,90.66,50309,Small,56+
2023,Australia,Healthcare,ChatGPT,67.87,47451,Medium,56+
2026,Canada,IT,Perplexity,60.57,41101,Medium,46-55
2024,Germany,Healthcare,Claude,56.73,45956,Small,18-25
2025,India,Healthcare,Claude,21.16,16510,Small,18-25
2025,Germany,Manufacturing,Perplexity,43.94,52785,Medium,46-55
2023,India,Retail,Claude,35.83,35486,Large,26-35
2025,USA,Education,GitHub Copilot,90.78,74998,Medium,56+
2026,India,Manufacturing,Gemini,26.81,89647,Small,26-35
2023,USA,Finance,Perplexity,47.44,72678,Small,46-55
2023,USA,Education,ChatGPT,89.43,25386,Small,26-35
2023,India,Education,Claude,76.03,11491,Large,18-25
2023,Australia,Retail,Gemini,91.81,27099,Small,36-45
2026,UK,Finance,ChatGPT,59.75,2118,Large,26-35
2023,India,IT,ChatGPT,35.04,13052,Small,36-45
2025,Canada,Finance,GitHub Copilot,79.4,81876,Small,26-35
2026,Australia,IT,Gemini,31.23,86898,Medium,46-55
2024,Australia,Finance,Perplexity,19.83,19382,Large,36-45
2024,Canada,Healthcare,Gemini,68.57,88095,Medium,26-35
2025,UK,Finance,Gemini,62.51,54454,Large,46-55
2025,Australia,Manufacturing,ChatGPT,84.11,18042,Small,18-25
2026,USA,Manufacturing,GitHub Copilot,91.57,61038,Small,56+
2024,UK,Retail,GitHub Copilot,82.15,1822,Large,46-55
2024,Canada,IT,Gemini,10.4,36920,Medium,46-55
2024,UK,Education,Gemini,64.81,67287,Large,18-25
2024,India,Retail,Claude,75.63,87242,Large,36-45
2024,UK,Manufacturing,ChatGPT,93.37,34646,Large,26-35
2023,USA,Manufacturing,Perplexity,38.72,65130,Small,36-45
2025,India,IT,Perplexity,20.29,66319,Large,46-55
2023,Germany,Manufacturing,GitHub Copilot,81.76,18494,Small,26-35
2024,Canada,Manufacturing,ChatGPT,33.57,58659,Medium,56+
2026,Canada,IT,GitHub Copilot,58.84,46805,Small,56+
2026,UK,Manufacturing,Perplexity,40.09,84602,Medium,26-35
2024,Australia,Education,Gemini,41.21,26569,Medium,46-55
2024,India,Healthcare,ChatGPT,70.92,74141,Medium,18-25
2026,Germany,Retail,ChatGPT,37.53,61438,Small,36-45
2023,India,Education,Claude,67.38,5592,Large,36-45
2023,Canada,Education,Gemini,6.29,16927,Small,18-25
2024,India,Healthcare,Gemini,34.22,27592,Medium,18-25
2023,Germany,Retail,GitHub Copilot,33.71,68902,Large,56+
2026,Australia,Education,ChatGPT,72.4,71545,Small,18-25
2023,UK,Manufacturing,GitHub Copilot,33.31,12969,Medium,26-35
2024,USA,Healthcare,Gemini,62.0,39882,Medium,56+
2026,India,Retail,Claude,66.97,21963,Large,46-55
2023,USA,Finance,ChatGPT,64.26,62087,Small,56+
2025,Canada,IT,Gemini,59.3,44155,Large,56+
2026,UK,Manufacturing,Claude,42.23,73455,Large,36-45
2026,UK,Healthcare,Perplexity,38.6,29236,Large,18-25
2025,India,IT,Gemini,55.81,14937,Large,26-35
2025,Australia,Finance,Perplexity,10.73,75692,Small,18-25
2026,UK,Education,GitHub Copilot,83.82,815,Large,36-45
2025,India,Education,Perplexity,79.28,17375,Medium,18-25
2024,India,Retail,Gemini,36.17,20291,Medium,26-35
2024,USA,Healthcare,Perplexity,56.01,82520,Medium,18-25
2024,UK,Healthcare,ChatGPT,88.9,60226,Large,36-45
2026,India,Retail,Gemini,29.45,51892,Medium,26-35
2025,USA,IT,Claude,71.82,8994,Small,18-25
2025,Germany,Education,Perplexity,12.45,84353,Large,36-45
2023,USA,Education,ChatGPT,52.1,84214,Large,36-45
2023,USA,Healthcare,GitHub Copilot,84.56,23421,Large,56+
2025,India,Healthcare,GitHub Copilot,54.65,25059,Small,26-35
2025,Canada,Retail,Perplexity,60.46,10615,Large,26-35
2025,Canada,Finance,GitHub Copilot,86.69,74713,Large,18-25
2026,Australia,IT,Claude,69.38,65296,Medium,56+
2025,Canada,Manufacturing,Gemini,67.63,21543,Medium,26-35
2023,USA,Finance,ChatGPT,57.77,53650,Large,36-45
2026,Australia,Finance,Perplexity,61.97,76079,Small,26-35
2025,India,Healthcare,GitHub Copilot,77.33,37308,Medium,56+
2023,UK,Healthcare,Gemini,93.13,1883,Large,46-55
2026,USA,Healthcare,Claude,76.58,78749,Medium,36-45
2025,USA,Finance,GitHub Copilot,68.68,71021,Medium,26-35
2025,Australia,IT,GitHub Copilot,17.2,7082,Small,36-45
2025,India,Healthcare,ChatGPT,78.54,79043,Large,18-25
2026,Germany,Education,Claude,71.24,15416,Medium,36-45
2023,USA,IT,Claude,74.34,90474,Large,26-35
2023,Germany,Education,Perplexity,25.8,92843,Small,18-25
2024,Germany,IT,ChatGPT,86.31,94038,Small,18-25
2025,Canada,Healthcare,Perplexity,13.76,68066,Medium,18-25
2024,India,Manufacturing,ChatGPT,27.83,3036,Small,46-55
2024,Germany,Retail,Claude,64.67,77500,Medium,46-55
2023,India,Healthcare,ChatGPT,65.63,90751,Large,18-25
2026,Canada,Finance,ChatGPT,33.2,74943,Medium,26-35
2026,India,Manufacturing,ChatGPT,68.14,6809,Medium,18-25
2023,USA,Finance,Gemini,39.91,95490,Small,18-25
2026,Germany,IT,Gemini,5.02,20807,Large,36-45
2024,India,Finance,Claude,19.63,39484,Large,36-45
2025,UK,Manufacturing,ChatGPT,84.44,35287,Medium,36-45
2023,India,Manufacturing,Claude,25.04,67035,Large,56+
2025,Germany,Healthcare,Gemini,15.16,42636,Large,36-45
2026,Canada,Education,ChatGPT,66.4,24288,Medium,36-45
2025,Canada,Healthcare,Perplexity,44.66,14345,Medium,26-35
2026,Germany,IT,Gemini,76.69,89007,Large,46-55
2026,USA,Finance,Gemini,82.53,32386,Medium,46-55
2024,USA,Education,Gemini,81.14,87329,Small,46-55
2026,Canada,Retail,ChatGPT,33.17,34403,Large,56+
2024,Canada,Manufacturing,GitHub Copilot,50.5,86773,Medium,18-25
2024,Germany,Education,Perplexity,63.51,41149,Large,36-45
2024,USA,Education,Perplexity,33.98,81001,Large,26-35
2023,Canada,Healthcare,Claude,8.7,56300,Small,56+
2023,USA,Retail,ChatGPT,49.61,79086,Small,46-55
2026,Canada,Manufacturing,Gemini,6.15,69826,Large,56+
2024,India,IT,GitHub Copilot,90.56,42961,Small,26-35
2023,UK,IT,ChatGPT,76.7,43739,Medium,56+
2024,Australia,Education,ChatGPT,22.28,24037,Large,46-55
2025,India,Education,GitHub Copilot,30.88,59614,Small,18-25
2025,Australia,Finance,Gemini,93.46,73088,Large,46-55
2025,Canada,Retail,ChatGPT,38.62,4060,Large,46-55
2026,UK,Manufacturing,Perplexity,75.54,39702,Medium,46-55
2024,UK,Education,Perplexity,45.21,95821,Medium,56+
2025,Canada,Finance,GitHub Copilot,82.77,10664,Medium,26-35
2023,Canada,Retail,Gemini,68.34,65633,Small,46-55
2025,USA,Manufacturing,GitHub Copilot,7.06,47610,Small,56+
2025,Canada,IT,ChatGPT,31.5,5191,Small,26-35
2025,Germany,Finance,Perplexity,55.22,62435,Medium,18-25
2026,Canada,Retail,Claude,88.36,30619,Large,46-55
2023,Germany,Finance,GitHub Copilot,14.18,3810,Medium,36-45
2024,Canada,Education,Claude,59.1,63664,Small,56+
2023,USA,Healthcare,Claude,32.2,60077,Small,18-25
2024,Germany,IT,Perplexity,85.04,65075,Small,18-25
2026,India,Education,GitHub Copilot,73.87,57714,Medium,18-25
2026,Germany,Education,Claude,38.27,8088,Small,56+
2026,USA,Retail,ChatGPT,20.04,35854,Medium,26-35
2026,Australia,Finance,Gemini,6.03,93750,Large,36-45
2024,Germany,IT,Gemini,60.9,23174,Medium,26-35
2025,Canada,Education,Perplexity,41.55,21298,Small,46-55
2024,Canada,Retail,GitHub Copilot,33.33,76145,Large,36-45
2023,Australia,IT,GitHub Copilot,93.7,25280,Small,26-35
2026,USA,Finance,Gemini,46.95,48168,Large,46-55
2026,UK,Education,ChatGPT,72.49,16660,Small,36-45
2023,Canada,Manufacturing,Gemini,20.97,42774,Medium,56+
2024,India,Education,Gemini,6.21,65252,Small,46-55
2025,USA,Education,GitHub Copilot,42.58,39038,Medium,26-35
2025,Germany,IT,Claude,64.91,35491,Medium,36-45
2023,Germany,IT,ChatGPT,50.59,28831,Large,46-55
2025,India,IT,GitHub Copilot,85.14,84798,Medium,46-55
2024,Canada,IT,Gemini,44.06,25336,Medium,56+
2024,USA,Retail,Claude,32.99,37233,Medium,46-55
2023,India,Healthcare,ChatGPT,87.44,77015,Large,36-45
2024,Canada,Retail,Perplexity,41.61,4440,Small,18-25
2026,USA,Education,ChatGPT,29.27,70391,Small,36-45
2023,Germany,Retail,ChatGPT,13.79,48831,Medium,36-45
2024,USA,Finance,Gemini,76.4,57528,Medium,56+
2023,Australia,Manufacturing,Gemini,79.26,52922,Small,56+
2025,UK,IT,Perplexity,8.0,41966,Medium,46-55
2024,USA,Finance,Perplexity,37.28,85541,Small,56+
2026,UK,Manufacturing,Perplexity,72.49,83895,Large,46-55
2024,USA,Finance,GitHub Copilot,90.17,96891,Medium,18-25
2023,UK,Education,GitHub Copilot,39.0,41913,Medium,26-35
2023,Australia,IT,Gemini,83.48,97250,Small,56+
2024,Germany,Finance,Gemini,40.43,66142,Small,56+
2026,Canada,Education,Perplexity,21.15,74235,Large,18-25
2026,UK,IT,GitHub Copilot,5.31,87410,Medium,56+
2026,Australia,Healthcare,Claude,34.72,8815,Small,18-25
2023,UK,Education,GitHub Copilot,39.06,87633,Large,46-55
2024,Germany,Retail,Gemini,90.06,56002,Small,56+
2025,UK,IT,GitHub Copilot,23.55,14883,Small,56+
2023,Australia,Finance,Gemini,39.4,96898,Large,46-55
2026,Australia,Manufacturing,Perplexity,7.26,89112,Large,56+
2024,India,Finance,Perplexity,73.72,68033,Large,36-45
2026,Germany,Retail,Perplexity,87.36,40780,Large,18-25
2025,India,Retail,Claude,26.4,93111,Large,26-35
2026,Germany,Finance,Claude,43.61,59279,Large,36-45
2026,UK,Manufacturing,Gemini,15.99,99713,Medium,26-35
2025,Australia,IT,ChatGPT,46.12,40070,Large,36-45
2024,India,Education,Claude,17.0,73336,Medium,36-45
2023,UK,Retail,Gemini,52.1,4818,Small,36-45
2024,Australia,Retail,GitHub Copilot,71.12,27211,Small,18-25
2025,Germany,Retail,Perplexity,54.8,38818,Large,26-35
2026,Australia,Manufacturing,Perplexity,27.07,75869,Small,46-55
2024,UK,Healthcare,Perplexity,36.84,79807,Large,46-55
2023,India,Manufacturing,Gemini,62.47,10826,Large,56+
2025,India,IT,Perplexity,58.08,92404,Medium,18-25
2024,Australia,IT,Claude,17.31,17239,Small,18-25
2023,UK,IT,GitHub Copilot,81.05,65781,Large,18-25
2025,USA,IT,Perplexity,47.77,44882,Small,36-45
2023,Germany,IT,Gemini,19.61,20058,Medium,18-25
2025,Germany,Finance,GitHub Copilot,16.05,91839,Small,46-55
2026,UK,Retail,Perplexity,91.9,21407,Medium,18-25
2024,USA,Manufacturing,ChatGPT,30.34,69234,Medium,36-45
2023,India,Finance,Perplexity,86.77,13683,Medium,26-35
2025,Canada,Manufacturing,Claude,41.95,17113,Large,18-25
2023,Canada,Healthcare,GitHub Copilot,39.73,48084,Large,26-35
2023,UK,Education,Claude,68.08,44974,Small,56+
2024,USA,Retail,ChatGPT,5.89,40297,Large,36-45
2026,USA,Healthcare,ChatGPT,35.43,9196,Large,18-25
2023,Germany,Finance,Claude,32.24,71191,Small,56+
2025,India,Education,GitHub Copilot,83.13,98355,Medium,56+
2025,Australia,Healthcare,ChatGPT,52.62,73633,Medium,26-35
2026,USA,Manufacturing,ChatGPT,37.81,76445,Small,46-55
2025,Australia,Education,Perplexity,28.95,93001,Large,46-55
2026,Canada,Manufacturing,Gemini,58.15,25718,Small,46-55
2025,Australia,Healthcare,ChatGPT,18.65,91600,Small,46-55
2024,India,Finance,GitHub Copilot,27.16,9968,Large,36-45
2023,India,Manufacturing,GitHub Copilot,31.43,21982,Small,18-25
2024,Australia,Education,Perplexity,59.71,20739,Large,18-25
2023,UK,Healthcare,GitHub Copilot,38.59,37063,Large,36-45
2023,USA,Manufacturing,Perplexity,50.52,60564,Small,26-35
2023,UK,Finance,ChatGPT,63.54,29570,Medium,18-25
2024,Australia,Retail,ChatGPT,91.06,70814,Large,56+
2023,USA,Finance,ChatGPT,73.84,63770,Medium,18-25
2024,Germany,Finance,ChatGPT,41.47,76534,Large,36-45
2026,UK,Retail,Gemini,72.34,71202,Medium,26-35
2025,UK,Finance,Gemini,90.47,20453,Small,18-25
2025,Australia,Retail,ChatGPT,49.94,38288,Large,36-45
2023,Canada,Retail,GitHub Copilot,41.94,33475,Small,56+
2024,Australia,Manufacturing,Perplexity,12.02,71310,Small,46-55
2025,UK,Manufacturing,Claude,85.31,22372,Small,56+
2024,USA,Retail,Perplexity,27.18,21816,Large,56+
2024,Canada,Healthcare,Claude,10.76,89376,Small,26-35
2023,Australia,Education,Claude,53.35,88806,Small,18-25
2025,Australia,Healthcare,ChatGPT,81.13,35262,Large,46-55
2023,UK,Retail,Claude,41.6,76687,Small,36-45
2023,UK,Education,ChatGPT,75.48,73706,Large,46-55
2025,Germany,Manufacturing,Gemini,80.28,29572,Small,18-25
2025,Australia,Education,GitHub Copilot,45.9,58604,Medium,26-35
2026,UK,Retail,Claude,58.19,55541,Small,18-25
2026,India,Manufacturing,GitHub Copilot,53.05,61501,Medium,36-45
2024,Canada,Education,ChatGPT,89.53,58935,Large,46-55
2025,India,Education,Claude,70.3,57036,Medium,56+
2026,Canada,Healthcare,Perplexity,88.28,86618,Large,18-25
2024,Australia,Education,Gemini,24.8,31618,Small,26-35
2024,Germany,Retail,Gemini,32.92,85035,Medium,26-35
2024,UK,IT,Claude,11.38,54562,Small,46-55
2026,UK,IT,Gemini,49.99,27413,Medium,56+
2025,UK,IT,Perplexity,83.65,16210,Large,36-45
2023,Australia,Retail,GitHub Copilot,34.42,34916,Large,56+
2024,Canada,IT,Perplexity,16.55,61649,Large,46-55
2026,UK,Healthcare,Gemini,11.16,87989,Large,56+
